Designator,Mid X,Mid Y,Rotation,Layer
H1,-11.945,14.0,0.0,top
H2,11.945,14.0,0.0,top
H3,-11.945,-14.0,0.0,top
H4,11.945,-14.0,0.0,top
MCU1,0.0,-1.85,0.0,top
SW1,13.45,0.0,270.0,top
